time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-02T08:20:28.240Z,17.9206,-66.6821,5,2.67,md,6,245,0.1438,0.11,pr,pr2020062011,2020-03-02T08:54:59.371Z,"8km SSE of Tallaboa, Puerto Rico",earthquake,1.27,0.53,0.19,4,reviewed,pr,pr
2020-03-02T08:19:42.080Z,-18.7922,169.4194,10,4.8,mb,,96,2.976,0.97,us,us600087sk,2020-03-02T08:39:25.040Z,"85km N of Isangel, Vanuatu",earthquake,6.2,1.9,0.139,16,reviewed,us,us
2020-03-02T08:17:28.950Z,34.263,-116.4346667,8.12,0.95,ml,13,84,0.05166,0.15,ci,ci39088535,2020-03-02T16:10:23.573Z,"16km N of Yucca Valley, CA",earthquake,0.32,0.85,0.085,11,reviewed,ci,ci
2020-03-02T07:59:12.100Z,37.7368333,-113.0525,1.66,1.67,md,14,78,0.02357,0.25,uu,uu60361812,2020-03-02T18:25:06.794Z,"4km SSW of Enoch, Utah",earthquake,1.03,1.55,0.376,8,reviewed,uu,uu
2020-03-02T07:57:53.630Z,19.1743336,-155.4615021,33.71,1.84,md,32,204,0.08173,0.13,hv,hv71408717,2020-03-02T08:01:16.940Z,"3km SSE of Pahala, Hawaii",earthquake,0.94,0.98,0.1,5,automatic,hv,hv
2020-03-02T07:57:25.670Z,33.5955,-116.809,4.62,0.11,ml,15,66,0.03752,0.11,ci,ci39088527,2020-03-02T16:10:32.032Z,"13km WNW of Anza, CA",earthquake,0.29,0.35,0.19,4,reviewed,ci,ci
2020-03-02T07:50:38.480Z,35.673,-117.5233333,6.87,2.22,ml,27,81,0.09965,0.17,ci,ci39088519,2020-03-02T08:01:18.550Z,"15km ENE of Ridgecrest, CA",earthquake,0.3,0.78,0.121,25,automatic,ci,ci
2020-03-02T07:41:22.170Z,35.6421667,-117.5806667,9.48,1.84,ml,23,120,0.1114,0.19,ci,ci39088511,2020-03-02T07:52:08.460Z,"9km ENE of Ridgecrest, CA",earthquake,0.3,0.76,0.138,26,automatic,ci,ci
2020-03-02T07:18:45.510Z,34.0711667,-117.2828333,16.09,0.59,ml,16,85,0.1092,0.19,ci,ci39088503,2020-03-02T16:10:57.708Z,"3km E of Colton, CA",earthquake,0.45,0.88,0.072,7,reviewed,ci,ci
2020-03-02T07:15:30.880Z,62.9544,-151.2884,23,1.9,ml,,,,0.54,ak,ak0202unktz0,2020-03-02T07:24:48.353Z,"92km NW of Talkeetna, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-03-02T07:13:40.994Z,63.351,-148.94,6,0.9,ml,,,,0.43,ak,ak0202unkfbj,2020-03-02T07:18:26.211Z,"4km S of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-02T07:05:23.940Z,38.838501,-122.8085022,-0.26,0.56,md,10,63,0.01418,0.05,nc,nc73348870,2020-03-02T08:28:03.478Z,"8km WNW of Cobb, CA",earthquake,0.24,1.66,,1,automatic,nc,nc
2020-03-02T07:04:42.500Z,17.9896,-66.8563,13,2.36,md,5,160,0.0271,0.07,pr,pr2020062010,2020-03-02T08:41:10.404Z,"3km SE of Palomas, Puerto Rico",earthquake,1.14,0.83,0.2,3,reviewed,pr,pr
2020-03-02T07:01:46.600Z,33.6623333,-116.7345,13.11,0.47,ml,19,72,0.05157,0.21,ci,ci39088495,2020-03-02T16:11:21.036Z,"9km S of Idyllwild, CA",earthquake,0.53,0.91,0.172,11,reviewed,ci,ci
2020-03-02T06:29:50.290Z,33.6581667,-116.7186667,15.54,0.54,ml,22,81,0.03892,0.13,ci,ci37435493,2020-03-02T16:35:34.027Z,"9km S of Idyllwild, CA",earthquake,0.26,0.44,0.165,13,reviewed,ci,ci
2020-03-02T06:29:46.240Z,33.6568333,-116.7195,15.39,0.77,ml,42,37,0.03997,0.13,ci,ci39088487,2020-03-02T16:43:02.880Z,"9km S of Idyllwild, CA",earthquake,0.17,0.29,0.145,23,reviewed,ci,ci
2020-03-02T06:27:21.060Z,17.891,-66.916,9,2.24,ml,7,240,0.0918,0.11,pr,pr2020062009,2020-03-02T06:50:51.948Z,"8km S of Guanica, Puerto Rico",earthquake,0.65,1.02,0,0,reviewed,pr,pr
2020-03-02T06:25:06.950Z,33.6441667,-116.699,13.1,0.41,ml,20,97,0.06801,0.15,ci,ci39088479,2020-03-02T16:16:03.356Z,"10km NNW of Anza, CA",earthquake,0.35,0.63,0.175,11,reviewed,ci,ci
2020-03-02T06:23:38.372Z,61.9636,-151.7813,89.2,1.9,ml,,,,0.44,ak,ak0202un14pr,2020-03-02T06:31:56.357Z,"94km WNW of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-03-02T06:12:12.774Z,68.8083,-148.4941,8.3,2.1,ml,,,,0.41,ak,ak0202umypto,2020-03-02T06:25:34.233Z,"142km WNW of Arctic Village, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-02T06:11:07.681Z,58.1765,-155.3383,1.9,2.2,ml,,,,0.5,ak,ak0202umyhpn,2020-03-02T06:21:42.448Z,"96km SE of King Salmon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-02T06:09:31.120Z,19.5026667,-155.4465,1.25,1.05,md,31,100,0.02861,0.12,hv,hv71408592,2020-03-02T09:52:09.880Z,"23km WNW of Volcano, Hawaii",earthquake,0.24,0.64,0.095,13,reviewed,hv,hv
2020-03-02T05:58:16.934Z,31.9356,-102.303,5,3,mb_lg,,41,0.278,0.27,us,us600087r0,2020-03-02T18:25:59.778Z,"11km NNE of Odessa, Texas",earthquake,1.1,1.9,0.055,87,reviewed,us,us
2020-03-02T05:56:32.160Z,33.4975,-116.7888333,6.2,1.05,ml,49,31,0.01768,0.2,ci,ci39088471,2020-03-02T06:00:15.829Z,"9km NE of Aguanga, CA",earthquake,0.19,0.55,0.139,26,automatic,ci,ci
2020-03-02T05:46:18.500Z,17.923,-66.8423,11,2.47,md,6,256,0.0638,0.04,pr,pr2020062008,2020-03-02T06:12:08.351Z,"7km SE of Maria Antonia, Puerto Rico",earthquake,0.99,0.45,0.2,3,reviewed,pr,pr
2020-03-02T05:43:02.960Z,35.5101667,-118.3316667,2.94,0.59,ml,9,87,0.1583,0.15,ci,ci39088463,2020-03-02T05:46:49.592Z,"17km ESE of Bodfish, CA",earthquake,0.47,1.89,0.1,6,automatic,ci,ci
2020-03-02T05:24:18.569Z,63.8266,-147.9146,0,1.4,ml,,,,0.66,ak,ak0202umfv8g,2020-03-02T05:31:10.751Z,"51km E of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-02T05:20:46.380Z,19.5041667,-155.4338333,0.28,0.96,md,10,128,0.03328,0.13,hv,hv71408532,2020-03-02T11:01:53.260Z,"22km WNW of Volcano, Hawaii",earthquake,0.37,0.6,0.026,5,reviewed,hv,hv
2020-03-02T05:10:14.850Z,33.3181667,-116.3923333,6.29,0.67,ml,15,126,0.054,0.17,ci,ci39088455,2020-03-02T16:16:37.068Z,"7km NNW of Borrego Springs, CA",earthquake,0.38,0.93,0.121,13,reviewed,ci,ci
2020-03-02T05:04:44.009Z,35.88466667,-97.41966667,6.54,0.96,ml,50,104,0.09268181267,0.18,ok,ok2020ehvt,2020-03-02T14:46:50.020Z,"0km NE of Guthrie, Oklahoma",earthquake,,0.5,0.21,17,reviewed,ok,ok
2020-03-02T04:54:09.200Z,19.2076664,-155.394165,31.21,1.81,md,38,166,0.02985,0.11,hv,hv71408517,2020-03-02T04:57:22.020Z,"9km E of Pahala, Hawaii",earthquake,0.61,0.89,0.19,3,automatic,hv,hv
2020-03-02T04:45:21.430Z,38.8035011,-122.8231659,3.24,1.18,md,9,75,0.007126,0.02,nc,nc73348855,2020-03-02T07:00:03.761Z,"6km WNW of The Geysers, CA",earthquake,0.51,1.23,0.77,3,automatic,nc,nc
2020-03-02T04:43:32.980Z,33.6883333,-116.0261667,9.43,2.4,ml,74,58,0.04474,0.16,ci,ci39088447,2020-03-02T16:29:54.080Z,"12km ENE of Thermal, CA",earthquake,0.16,0.37,0.135,127,reviewed,ci,ci
2020-03-02T04:43:01.360Z,40.7915001,-120.9998322,5.28,2.42,md,12,190,0.3511,0.12,nc,nc73348845,2020-03-02T18:29:33.151Z,"44km ESE of Fall River Mills, CA",earthquake,0.71,5.12,0.09,9,automatic,nc,nc
2020-03-02T04:38:08.230Z,34.0003333,-116.6851667,13.52,0.76,ml,20,74,0.04905,0.18,ci,ci39088439,2020-03-02T16:16:53.081Z,"11km WSW of Morongo Valley, CA",earthquake,0.41,0.9,0.163,22,reviewed,ci,ci
2020-03-02T04:35:23.765Z,61.0763,-150.5404,34,2.9,ml,,,,0.5,ak,ak0202ulwsxa,2020-03-02T15:49:09.335Z,"38km WSW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-02T04:32:52.840Z,47.9741666666667,-119.849,5.66,0.2,md,4,149,,0.07,uw,uw61579287,2020-03-02T18:28:27.040Z,"13km WSW of Bridgeport, Washington",earthquake,0.49,0.68,0.748767700106439,3,reviewed,uw,uw
2020-03-02T04:31:57.528Z,59.1651,-152.3099,68,1.7,ml,,,,0.12,ak,ak0202ulw0o8,2020-03-02T04:35:57.499Z,"68km SW of Homer, Alaska",earthquake,,1.5,,,automatic,ak,ak
2020-03-02T04:29:31.137Z,61.7504,-150.7967,61.6,1.4,ml,,,,0.31,ak,ak0202ulvj6l,2020-03-02T04:33:46.556Z,"40km W of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-03-02T04:13:41.150Z,32.8345,-115.7295,6.8,1.14,ml,13,96,0.01601,0.21,ci,ci39088431,2020-03-02T04:17:18.584Z,"15km W of Imperial, CA",earthquake,0.56,1.44,0.233,12,automatic,ci,ci
2020-03-02T04:13:01.710Z,35.6836667,-117.4775,4.49,1.27,ml,16,168,0.09775,0.16,ci,ci39088423,2020-03-02T04:16:32.350Z,"11km SW of Searles Valley, CA",earthquake,0.42,0.95,0.118,15,automatic,ci,ci
2020-03-02T04:11:28.636Z,61.8049,-149.5372,29.5,2,ml,,,,0.56,ak,ak0202ulro4v,2020-03-02T04:18:22.819Z,"17km WNW of Fishhook, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-02T03:55:50.090Z,38.7906685,-122.8003311,3.25,0.94,md,20,97,0.003171,0.02,nc,nc73348840,2020-03-02T04:21:03.749Z,"4km WNW of The Geysers, CA",earthquake,0.3,0.55,0.24,2,automatic,nc,nc
2020-03-02T03:37:41.310Z,35.8725,-117.7035,9.01,1.5,ml,19,71,0.08098,0.11,ci,ci39088415,2020-03-02T03:41:29.430Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.52,0.213,18,automatic,ci,ci
2020-03-02T03:32:09.740Z,17.8311,-66.8586,3,2.16,md,5,280,0.1455,0.03,pr,pr2020062007,2020-03-02T03:47:44.753Z,"16km SSE of Guanica, Puerto Rico",earthquake,0.49,0.33,0.48,4,reviewed,pr,pr
2020-03-02T03:27:59.880Z,17.849,-66.8538,2,2.87,md,7,240,0.1286,0.22,pr,pr2020062005,2020-03-02T04:59:00.153Z,"25km SSE of Guanica, Puerto Rico",earthquake,1.41,0.83,0.13,5,reviewed,pr,pr
2020-03-02T03:12:50.990Z,17.9,-66.8798,9,2.48,md,8,235,0.0751,0.22,pr,pr2020062006,2020-03-02T03:43:44.340Z,"8km SSE of Guanica, Puerto Rico",earthquake,1.25,0.84,0.62,7,reviewed,pr,pr
2020-03-02T03:09:43.800Z,19.1973324,-155.465332,35.42,2.4,md,49,101,0.04181,0.12,hv,hv71408392,2020-03-02T03:28:57.040Z,"1km NW of Pahala, Hawaii",earthquake,0.55,0.69,0.22,26,automatic,hv,hv
2020-03-02T03:07:36.810Z,19.2231674,-155.3946686,32.85,1.8,md,33,191,0.01451,0.12,hv,hv71408387,2020-03-02T03:10:50.240Z,"9km ENE of Pahala, Hawaii",earthquake,0.79,1.02,0.15,5,automatic,hv,hv
2020-03-02T03:05:23.549Z,56.0554,-149.8402,10,3.8,mb,,168,2.235,0.45,us,us600087ns,2020-03-02T03:23:19.040Z,"248km SE of Kodiak, Alaska",earthquake,7.8,2,0.228,5,reviewed,us,us
2020-03-02T03:05:21.602Z,36.6948,-116.2591,11.5,0.6,ml,29,111.32,0.05,0.1423,nn,nn00718121,2020-03-02T17:42:40.511Z,"50km ESE of Beatty, Nevada",earthquake,,0.7,0.19,13,reviewed,nn,nn
2020-03-02T02:47:33.610Z,19.2046661,-155.3961639,31.8,2.26,md,39,171,0.03269,0.11,hv,hv71408352,2020-03-02T02:50:45.350Z,"8km E of Pahala, Hawaii",earthquake,0.58,0.78,0.12,13,automatic,hv,hv
2020-03-02T02:47:17.170Z,18.6513,-66.7178,11,2.85,md,8,231,0.2565,0.28,pr,pr2020062004,2020-03-02T04:58:09.764Z,"19km N of Arecibo, Puerto Rico",earthquake,1.08,1.67,0.39,5,reviewed,pr,pr
2020-03-02T02:46:52.230Z,38.8028336,-122.8508301,27.18,1.15,md,12,142,0.008705,0.12,nc,nc73348825,2020-03-02T05:08:02.095Z,"9km WNW of The Geysers, CA",earthquake,3.01,8.57,,1,automatic,nc,nc
2020-03-02T02:37:55.370Z,44.8,-111.5378333,12.4,0.58,ml,11,107,0.083,0.16,mb,mb80383539,2020-03-02T15:38:14.990Z,"37km WNW of West Yellowstone, Montana",earthquake,0.62,1.27,0.108,4,reviewed,mb,mb
2020-03-02T02:13:09.430Z,17.8883,-66.828,11,2.34,md,7,241,0.1008,0.22,pr,pr2020062003,2020-03-02T02:38:58.134Z,"11km S of Indios, Puerto Rico",earthquake,1.36,0.97,0.62,7,reviewed,pr,pr
2020-03-02T01:58:06.200Z,17.8633,-66.8183,9,2.06,md,6,250,0.1273,0.16,pr,pr2020062002,2020-03-02T02:34:55.710Z,"14km S of Indios, Puerto Rico",earthquake,0.93,1.36,0.34,4,reviewed,pr,pr
2020-03-02T01:44:04.000Z,38.7963333,-122.7388306,1.37,1.63,md,7,167,0.01318,0.01,nc,nc73348810,2020-03-02T03:39:05.486Z,"3km NE of The Geysers, CA",earthquake,0.47,0.99,,1,automatic,nc,nc
2020-03-02T01:36:00.910Z,46.095,-118.8705,16.4,1.01,ml,10,124,,0.07,uw,uw61579262,2020-03-02T16:09:13.030Z,"14km ESE of Finley, Washington",earthquake,0.64,0.87,0.106488518067386,7,reviewed,uw,uw
2020-03-02T01:29:51.420Z,36.5966682,-121.1940002,4.82,1.78,md,14,152,0.02586,0.07,nc,nc73348805,2020-03-02T03:09:04.292Z,"8km NNW of Pinnacles, CA",earthquake,0.41,0.68,0.27,11,automatic,nc,nc
2020-03-02T01:24:56.480Z,35.6261667,-117.4373333,7.55,1.49,ml,19,164,0.04447,0.18,ci,ci39088383,2020-03-02T01:28:42.619Z,"16km S of Searles Valley, CA",earthquake,0.48,0.78,0.165,21,automatic,ci,ci
2020-03-02T01:18:47.770Z,19.5106667,-155.4361667,1.03,1.03,md,26,112,0.02702,0.12,hv,hv71408252,2020-03-02T09:33:46.090Z,"22km WNW of Volcano, Hawaii",earthquake,0.29,0.57,0.061,9,reviewed,hv,hv
2020-03-02T01:03:05.801Z,61.2959,-150.216,25.4,1.8,ml,,,,0.64,ak,ak0202ujxltg,2020-03-02T01:05:45.437Z,"19km WNW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-02T01:01:24.929Z,36.83516667,-97.736,7.44,1.73,ml,84,60,0,0.22,ok,ok2020ehns,2020-03-02T14:37:21.994Z,"3km N of Medford, Oklahoma",earthquake,,0.7,0.19,34,reviewed,ok,ok
2020-03-02T00:55:22.910Z,46.2063333333333,-122.053,10.65,0.42,ml,12,188,,0.18,uw,uw61579257,2020-03-02T18:36:14.170Z,"42km SSE of Morton, Washington",earthquake,0.66,0.98,0.176308258250049,6,reviewed,uw,uw
2020-03-02T00:47:34.701Z,39.35,144.6548,10,4.8,mb,,183,5.008,0.92,us,us600087mu,2020-03-02T01:16:38.040Z,"233km E of Yamada, Japan",earthquake,8.8,1.9,0.094,35,reviewed,us,us
2020-03-02T00:31:15.856Z,51.1353,-179.8565,23.22,5.7,mww,,50,0.582,0.96,us,us600087lz,2020-03-02T15:48:16.040Z,"54km WSW of Amatignak Island, Alaska",earthquake,3.6,3.9,0.055,32,reviewed,us,us
2020-03-02T00:31:07.530Z,40.9216652,-122.2058334,1.51,2.52,md,25,63,0.1802,0.08,nc,nc73348790,2020-03-02T02:09:04.933Z,"26km WNW of Montgomery Creek, CA",earthquake,0.29,9.11,0.17,23,automatic,nc,nc
2020-03-02T00:27:57.870Z,17.8528,-66.8801,13,2.64,md,4,259,0.1223,0.16,pr,pr2020062001,2020-03-02T00:57:21.134Z,"13km SSE of Guanica, Puerto Rico",earthquake,1.57,0.71,0,1,reviewed,pr,pr
2020-03-02T00:18:35.141Z,36.3582,-116.8361,9.6,0.4,ml,9,203.73,0.111,0.2093,nn,nn00718124,2020-03-02T03:28:53.086Z,"61km S of Beatty, Nevada",earthquake,,2.8,0.36,3,reviewed,nn,nn
2020-03-02T00:14:24.890Z,38.8323326,-122.8188324,1.84,0.79,md,16,55,0.01124,0.01,nc,nc73348785,2020-03-02T01:51:04.821Z,"8km NW of The Geysers, CA",earthquake,0.24,0.58,0.13,2,automatic,nc,nc
2020-03-02T00:09:06.070Z,33.2243333,-116.7418333,11.14,0.78,ml,29,38,0.01834,0.23,ci,ci39088367,2020-03-02T00:12:49.026Z,"3km SE of Lake Henshaw, CA",earthquake,0.33,0.7,0.145,18,automatic,ci,ci
2020-03-02T00:08:03.660Z,33.4901667,-116.7993333,4.04,0.36,ml,21,46,0.02216,0.2,ci,ci39088359,2020-03-02T16:43:17.254Z,"8km NE of Aguanga, CA",earthquake,0.36,0.66,0.121,7,reviewed,ci,ci
2020-03-02T00:07:29.820Z,38.7956657,-122.8170013,3.68,0.32,md,10,98,0.01312,0.01,nc,nc73348780,2020-03-02T01:21:04.639Z,"6km WNW of The Geysers, CA",earthquake,0.51,1.6,0.25,2,automatic,nc,nc
2020-03-02T00:01:12.080Z,17.9093,-66.8868,13,3.14,md,7,232,0.0662,0.1,pr,pr2020062000,2020-03-02T03:04:02.798Z,"7km SSE of Guanica, Puerto Rico",earthquake,1.29,0.42,0.09,3,reviewed,pr,pr
2020-03-01T23:57:06.170Z,19.5023333,-155.4333333,0.89,0.96,md,10,130,0.03499,0.14,hv,hv71408157,2020-03-02T10:24:50.230Z,"22km WNW of Volcano, Hawaii",earthquake,0.38,0.86,0.06,5,reviewed,hv,hv
2020-03-01T23:41:41.979Z,39.0862,-119.6193,12.4,0.2,ml,5,174.59,0.016,0.1076,nn,nn00718117,2020-03-02T02:08:48.639Z,"9km ENE of Johnson Lane, Nevada",earthquake,,2.2,0,1,reviewed,nn,nn
2020-03-01T23:27:39.320Z,17.9028,-66.8173,12,2.38,md,8,236,0.0952,0.2,pr,pr2020061046,2020-03-02T00:49:07.102Z,"10km S of Indios, Puerto Rico",earthquake,1.66,0.98,0.43,6,reviewed,pr,pr
2020-03-01T23:27:32.740Z,36.8436661,-121.574501,5.91,2.2,md,40,31,,0.15,nc,nc73348770,2020-03-02T00:20:04.268Z,"3km W of San Juan Bautista, CA",earthquake,0.29,0.73,0.23,34,automatic,nc,nc
2020-03-01T23:18:13.440Z,33.078,-116.4845,14.68,1.08,ml,26,101,0.1433,0.32,ci,ci39088343,2020-03-02T16:43:32.253Z,"11km E of Julian, CA",earthquake,0.74,1.17,0.213,18,reviewed,ci,ci
2020-03-01T23:18:08.360Z,38.8375015,-122.913002,23.85,0.81,md,6,219,0.03591,0.06,nc,nc73348765,2020-03-02T00:02:04.153Z,"10km ENE of Cloverdale, CA",earthquake,3.7,6.54,,1,automatic,nc,nc
2020-03-01T23:05:50.520Z,46.1265,-122.156166666667,5.2,0.4,ml,15,105,,0.24,uw,uw61579232,2020-03-02T01:03:44.350Z,"32km NE of Amboy, Washington",earthquake,0.97,0.9,0.148088962997789,14,reviewed,uw,uw
2020-03-01T23:00:51.160Z,18.9818,-67.584,91,3.62,md,10,194,0.6065,0.39,pr,pr2020061045,2020-03-02T07:03:30.134Z,"77km NW of San Antonio, Puerto Rico",earthquake,2.69,5.27,0.2,5,reviewed,pr,pr
2020-03-01T22:45:52.658Z,62.5143,-151.2707,82,1.6,ml,,,,0.42,ak,ak0202t95gok,2020-03-01T22:50:26.080Z,"63km WNW of Talkeetna, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-03-01T22:42:08.891Z,63.2632,-150.4599,27.5,1.9,ml,,,,0.78,ak,ak0202t94q6x,2020-03-01T22:53:07.100Z,"76km W of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-03-01T22:38:24.756Z,60.0184,-152.1086,60.8,1.7,ml,,,,0.48,ak,ak0202t93wk5,2020-03-01T22:42:22.792Z,"31km NNW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-03-01T22:10:51.113Z,-16.1125,-176.074,361.78,4.5,mb,,55,5.851,0.82,us,us600087jr,2020-03-02T00:48:29.040Z,"249km W of Hihifo, Tonga",earthquake,11.8,3.7,0.051,110,reviewed,us,us
2020-03-01T22:09:10.160Z,17.8873,-66.8315,9,2.7,md,8,241,0.0999,0.09,pr,pr2020061043,2020-03-01T22:18:53.577Z,"11km S of Indios, Puerto Rico",earthquake,0.94,1.06,0.17,4,reviewed,pr,pr
2020-03-01T22:00:24.140Z,35.6855,-117.5288333,10.69,1.15,ml,14,152,0.1127,0.16,ci,ci39088327,2020-03-01T22:04:05.859Z,"14km SW of Searles Valley, CA",earthquake,0.4,0.79,0.132,13,automatic,ci,ci
2020-03-01T21:51:32.533Z,63.1089,-151.4129,3.4,1.8,ml,,,,0.74,ak,ak0202t8l9v3,2020-03-01T22:03:44.503Z,"110km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-01T21:50:50.350Z,17.8441,-66.8563,5,2.13,md,8,254,0.133,0.08,pr,pr2020061044,2020-03-01T22:56:57.167Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.9,0.54,0.4,2,reviewed,pr,pr
2020-03-01T21:49:50.830Z,17.9128,-66.9176,8,2.49,md,6,231,0.0732,0.08,pr,pr2020061042,2020-03-01T22:10:11.722Z,"6km S of Guanica, Puerto Rico",earthquake,1.21,0.67,0.03,3,reviewed,pr,pr
2020-03-01T21:49:48.030Z,34.1723333,-118.3191667,6.75,1.19,ml,19,77,0.05627,0.28,ci,ci39088319,2020-03-01T21:53:35.793Z,"1km SW of Burbank, CA",earthquake,0.57,1.29,0.173,16,automatic,ci,ci
2020-03-01T21:43:17.130Z,19.234333,-155.4043274,31.75,2.14,ml,54,137,0.00718,0.13,hv,hv71407957,2020-03-01T21:48:53.240Z,"8km ENE of Pahala, Hawaii",earthquake,0.43,0.71,4.5,4,automatic,hv,hv
2020-03-01T21:27:27.420Z,37.5878334,-118.8464966,0.29,1.13,md,9,200,0.01398,0.03,nc,nc73348745,2020-03-01T22:01:03.408Z,"13km ESE of Mammoth Lakes, CA",earthquake,0.77,0.91,0.14,9,automatic,nc,nc
2020-03-01T21:19:20.194Z,11.3555,124.6294,6.95,5.3,mww,,54,4.36,0.98,us,us600087il,2020-03-02T12:52:05.892Z,"5km NNE of Culasian, Philippines",earthquake,7.3,2.7,0.08,15,reviewed,us,us
2020-03-01T21:18:13.190Z,19.5096667,-155.4285,0.78,1,md,11,141,0.03314,0.08,hv,hv71407932,2020-03-02T10:48:01.320Z,"21km WNW of Volcano, Hawaii",earthquake,0.4,0.52,0.04,7,reviewed,hv,hv
2020-03-01T20:57:56.100Z,33.5948333,-116.8068333,4.97,0.78,ml,28,56,0.03569,0.17,ci,ci39088303,2020-03-02T16:44:10.090Z,"13km WNW of Anza, CA",earthquake,0.29,0.65,0.159,22,reviewed,ci,ci
2020-03-01T20:37:37.120Z,17.8863,-67.041,19,2.25,ml,6,251,0.1383,0.36,pr,pr2020061041,2020-03-01T21:02:41.439Z,"9km S of La Parguera, Puerto Rico",earthquake,2.96,1.32,0,0,reviewed,pr,pr
2020-03-01T20:30:14.640Z,19.2271671,-155.4381714,32.04,2.19,ml,50,120,0.03978,0.15,hv,hv71407867,2020-03-01T20:35:49.180Z,"5km ENE of Pahala, Hawaii",earthquake,0.51,0.77,4.47,5,automatic,hv,hv
2020-03-01T20:30:14.310Z,34.0078333,-117.0153333,16.3,0.99,ml,23,71,0.108,0.18,ci,ci39088295,2020-03-02T16:44:01.256Z,"4km SE of Yucaipa, CA",earthquake,0.35,0.95,0.201,30,reviewed,ci,ci
2020-03-01T20:29:40.550Z,53.141,-170.4406,147.97,4.8,mb,,87,0.458,0.5,us,us600087i2,2020-03-01T23:31:54.763Z,"59km NNE of Yunaska Island, Alaska",earthquake,9.4,6.9,0.033,286,reviewed,us,us
2020-03-01T20:27:24.545Z,38.1334,-118.3736,4.9,1.8,ml,9,58.75,0.157,0.2911,nn,nn00718106,2020-03-02T02:08:45.479Z,"48km SSE of Hawthorne, Nevada",earthquake,,2,0.08,7,reviewed,nn,nn
2020-03-01T20:12:02.120Z,36.0673332,-120.6876678,4.94,1.05,md,9,150,0.05115,0.03,nc,nc73348730,2020-03-01T21:27:05.205Z,"20km ENE of San Ardo, CA",earthquake,1.09,1.58,0.37,3,automatic,nc,nc
2020-03-01T20:10:12.193Z,60.4323,-141.6003,8.7,2.2,ml,,,,0.51,ak,ak0202t7r0c1,2020-03-01T20:18:22.973Z,"61km NE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-01T20:06:47.420Z,19.1956673,-155.4555054,32.95,1.84,md,34,196,0.06661,0.14,hv,hv71407817,2020-03-01T20:10:06.890Z,"2km ESE of Pahala, Hawaii",earthquake,0.79,1.11,0.02,6,automatic,hv,hv
2020-03-01T20:01:28.993Z,60.3086,-153.3769,171.5,3.1,ml,,,,0.54,ak,ak0202t7p459,2020-03-01T21:27:27.040Z,"40km WSW of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-01T20:01:06.130Z,36.9943352,-118.3411636,1.39,2.71,md,17,148,,0.13,nc,nc73348725,2020-03-02T04:03:35.509Z,"20km SSW of Big Pine, CA",earthquake,1.35,4.64,0.26,16,automatic,nc,nc
2020-03-01T20:00:31.150Z,35.8975,-117.7188333,7.93,1.56,ml,17,80,0.07494,0.11,ci,ci39088279,2020-03-01T20:04:09.099Z,"18km ESE of Little Lake, CA",earthquake,0.22,0.57,0.193,18,automatic,ci,ci
2020-03-01T19:49:57.510Z,44.8033333,-111.5341667,11.7,0.68,ml,14,73,0.079,0.16,mb,mb80383514,2020-03-02T15:13:11.440Z,"37km WNW of West Yellowstone, Montana",earthquake,0.49,0.59,0.194,4,reviewed,mb,mb
2020-03-01T19:43:01.110Z,17.9093,-66.8933,4,1.77,md,5,232,0.0673,0.09,pr,pr2020061039,2020-03-01T20:02:14.235Z,"7km SSE of Guanica, Puerto Rico",earthquake,1.04,0.54,0.61,2,reviewed,pr,pr
2020-03-01T19:29:40.000Z,44.806,-111.548,12.46,0.62,ml,9,112,0.088,0.09,mb,mb80383509,2020-03-02T15:42:24.340Z,"38km WNW of West Yellowstone, Montana",earthquake,0.46,0.79,0.145,3,reviewed,mb,mb
2020-03-01T19:18:23.937Z,60.1629,-140.8986,0,1.9,ml,,,,0.73,ak,ak0202t77bcp,2020-03-01T19:21:26.821Z,"85km E of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
